sample_id,material_name,material_class_original,chemical_composition_original,architecture_descriptor,composition_type_std,primary_material_family,primary_material_group,secondary_material_family,secondary_material_group,tertiary_material_family,tertiary_material_group,composition_descriptor_std,n_detected_material_families,contains_synthetic_polymer,contains_inorganic,contains_carbonaceous,contains_polysaccharide,contains_protein,contains_fluoropolymer,contains_silica,contains_mof,contains_silver,contains_antimicrobial_additive,contains_support_substrate,is_commercial_reference,source,solid_content (g/100ml),skeletal_density (g/cm3),porosity (%),permeability (m2),bet_surface_area (m2/g),average_pore_size (nm),fiber_diameter (nm),filtration_efficiency (%),pressure_drop (mmH2O/cm),airflow_rate (cm/s),sample_thickness (mm),average_particle_size (nm),quality_factor (mmH2O^-1),bulk_density (g/cm3)
HEPA-W-0.005-175,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9803,,5.3,,175,,
HEPA-W-0.005-250,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.995,,5.3,,250,,
HEPA-W-0.015-125,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9631,,5.3,,125,,
HEPA-W-0.015-175,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9846,,5.3,,175,,
HEPA-W-0.015-250,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9959,,5.3,,250,,
HEPA-W-0.030-125,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9604,,5.3,,125,,
HEPA-W-0.030-175,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9841,,5.3,,175,,
HEPA-W-0.030-250,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9959,,5.3,,250,,
HEPA-TBA30-0.005-125,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9907,,5.3,,125,,
HEPA-TBA30-0.005-175,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9955,,5.3,,175,,
HEPA-TBA30-0.005-250,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9987,,5.3,,250,,
HEPA-TBA30-0.015-125,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9968,,5.3,,125,,
HEPA-TBA30-0.015-175,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9988,,5.3,,175,,
HEPA-TBA30-0.015-250,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9997,,5.3,,250,,
HEPA-TBA30-0.031-125,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9996,,5.3,,125,,
HEPA-TBA30-0.031-175,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9998,,5.3,,175,,
HEPA-TBA30-0.031-250,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water/TBA 30 wt% dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9998,,5.3,,250,,
HAP-unwashed,Freeze-dried HAP nanowire sample without washing,inorganic nanowire aerogel precursor,hydroxyapatite + NaCl + residual oleate/salts,pre_aerogel_or_pre_filter,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,,,,,,,,,,,,,
HAP-hydrophobic,Hydrophobic HAP nanowire aerogel,inorganic nanowire aerogel,hydroxyapatite nanowires with residual surface oleate after ethanol/water washing,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,,,,,,,0.00854
HAP-hydrophilic,Hydrophilic HAP nanowire aerogel,inorganic nanowire aerogel,hydroxyapatite nanowires after NaOH/ethanol/water washing,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.156,99.68,,,,,,,,,,,0.0101
HAP-filter-3mm-1.26,Hydrophobic HAP nanowire aerogel filter,inorganic aerogel air filter,hydroxyapatite nanowire aerogel,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,,2.48,1.26,3,,,0.00854
HAP-filter-6mm-1.26,Hydrophobic HAP nanowire aerogel filter,inorganic aerogel air filter,hydroxyapatite nanowire aerogel,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,,1.26,1.26,6,,,0.00854
HAP-filter-9mm-1.26,Hydrophobic HAP nanowire aerogel filter,inorganic aerogel air filter,hydroxyapatite nanowire aerogel,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,,1.74,1.26,9,,,0.00854
HAP-filter-9mm-2.51,Hydrophobic HAP nanowire aerogel filter,inorganic aerogel air filter,hydroxyapatite nanowire aerogel,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,,18.92,2.51,9,,,0.00854
HAP-filter-9mm-PM2.5,Hydrophobic HAP nanowire aerogel filter,inorganic aerogel air filter,hydroxyapatite nanowire aerogel,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,99,,,9,,,0.00854
HAP-filter-9mm-PM10,Hydrophobic HAP nanowire aerogel filter,inorganic aerogel air filter,hydroxyapatite nanowire aerogel,fibrous_aerogel,inorganic,hydroxyapatite,inorganic_or_mineral,,,,,hydroxyapatite,1,0,1,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.8b02081,,3.163,99.73,,,,,99,,,9,,,0.00854
PIAF-MUS-N,"Muslin, neat",fabric substrate,cellulose-based muslin fabric,fabric_supported_coating,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,,1.55,87,2.30E-09,,100000,,0,,,,75,,0.2
PIAF-COT-N,"Cotton, neat",fabric substrate,cellulose-based cotton fabric,fabric_supported_coating,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,,1.55,78,1.70E-09,,100000,,0,,,,75,,0.37
PIAF-PES-N,"Polyester, neat",fabric substrate,polyester fabric,fabric_supported_coating,synthetic_polymer,pet_polyester,synthetic_polymer,,,,,pet_polyester,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,,1.42,71,4.10E-10,,100000,,0,,,,75,,0.41
PIAF-NYL-N,"Nylon, neat",fabric substrate,nylon fabric,fabric_supported_coating,synthetic_polymer,nylon,synthetic_polymer,,,,,nylon,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,,1.18,84,1.20E-09,,100000,,0,,,,75,,0.19
PIAF-MUS-C,"Muslin, dip-coated",aerogel-coated fabric,muslin fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,1.47,90,3.20E-10,,103,50,99.82,,,0.15,75,,0.15
PIAF-COT-C,"Cotton, dip-coated",aerogel-coated fabric,cotton fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,1.49,76,3.10E-10,,103,50,97.99,,,0.15,75,,0.34
PIAF-PES-C,"Polyester, dip-coated",aerogel-coated fabric,polyester fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,pet_polyester,synthetic_polymer,polyimide,synthetic_polymer,,,pet_polyester + polyimide,2,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,1.41,75,1.80E-10,,103,50,95.54,,,0.15,75,,0.36
PIAF-NYL-C,"Nylon, dip-coated",aerogel-coated fabric,nylon fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,nylon,synthetic_polymer,polyimide,synthetic_polymer,,,nylon + polyimide,2,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,1.25,86,5.90E-10,,103,50,82.2,,,0.15,75,,0.18
PIAF-PI-AERO,Polyimide aerogel monolith/film,polymer aerogel,crosslinked PI aerogel from BPDA + DMBZ + BAPN + TAB (DMBZ:BAPN = 65:35 by wt),monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsapm.3c01822,8.5,1.41,91.7,9.37E-11,213,50,,99.998,,,,75,,0.114
PIAF-MUS-R,"Muslin, roll-coated",aerogel-coated fabric,muslin fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,,,,,,,99.8,,,0.15,75,,
PIAF-COT-R,"Cotton, roll-coated",aerogel-coated fabric,cotton fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,,,,,,,98.6,,,0.15,75,,
PIAF-PES-R,"Polyester, roll-coated",aerogel-coated fabric,polyester fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,pet_polyester,synthetic_polymer,polyimide,synthetic_polymer,,,pet_polyester + polyimide,2,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,,,,,,,99.3,,,0.15,75,,
PIAF-NYL-R,"Nylon, roll-coated",aerogel-coated fabric,nylon fabric + crosslinked PI aerogel coating (BPDA/DMBZ/BAPN/TAB; DMBZ:BAPN = 65:35 by wt),fabric_supported_coating,synthetic_polymer,nylon,synthetic_polymer,polyimide,synthetic_polymer,,,nylon + polyimide,2,1,0,0,0,0,0,0,0,0,0,1,0,https://doi.org/10.1021/acsapm.3c01822,8.5,,,,,,,94.9,,,0.15,75,,
PIAF-SURG-MASK,Surgical mask,commercial benchmark filter medium,melt-blown polypropylene surgical mask,commercial_filter_media,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,1,https://doi.org/10.1021/acsapm.3c01822,,,,1.96E-10,,,,62.1,,,,75,,
PI-NMP-2.5,"Polyimide aerogel (NMP, 2.5 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; NMP solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,2.5,1.3638,98,2.98E-10,570,1000,,98.921,,47.16,3.75,75,,0.03
PI-NMP-5.0,"Polyimide aerogel (NMP, 5.0 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; NMP solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,5,1.3808,96,1.96E-10,753,900,,99.554,,47.16,3.75,75,,0.058
PI-NMP-7.5,"Polyimide aerogel (NMP, 7.5 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; NMP solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,7.5,1.3829,93,1.33E-10,855,150,,99.971,,47.16,3.75,75,,0.091
PI-NMP-10,"Polyimide aerogel (NMP, 10 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; NMP solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,10,1.4126,91,1.01E-10,953,100,,99.998,,47.16,3.75,75,,0.121
PI-DMF-2.5,"Polyimide aerogel (DMF, 2.5 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; DMF solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,2.5,1.3668,98,4.12E-10,473,1200,,98.202,,47.16,3.75,75,,0.025
PI-DMF-5.0,"Polyimide aerogel (DMF, 5.0 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; DMF solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,5,1.3822,96,3.37E-10,679,1000,,99.46,,47.16,3.75,75,,0.051
PI-DMF-7.5,"Polyimide aerogel (DMF, 7.5 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; DMF solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,7.5,1.4009,95,3.03E-10,747,1000,,99.958,,47.16,3.75,75,,0.076
PI-DMF-10,"Polyimide aerogel (DMF, 10 wt% initial gel)",polymer aerogel monolith,crosslinked PI from PMDA + DMBZ + TAB; DMF solvent,monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.7b09345,10,1.4288,93,2.43E-10,799,900,,99.998,,47.16,3.75,75,,0.101
CSA-0,"Cage-like structured aerogel, 0 wt% BC",composite nanofibrous aerogel,electrospun SiO2 nanofibers + Si-O-Si binder + DMDMH precursor; no BC nanofibers,pre_aerogel_or_pre_filter,hybrid,silica,inorganic_or_mineral,n_halamine,functional_additive,cellulose,polysaccharide_or_lignocellulosic,silica + n_halamine + cellulose,3,0,1,0,1,0,0,1,0,0,1,0,0,https://doi.org/10.1002/adfm.202107223,,,,,2.67,12500,206,,,,,300,,
CSA-10,"Cage-like structured aerogel, 10 wt% BC",composite nanofibrous aerogel,electrospun SiO2 nanofibers + BC nanofibers (10 wt%) + Si-O-Si binder + DMDMH precursor,pre_aerogel_or_pre_filter,hybrid,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,n_halamine,functional_additive,silica + cellulose + n_halamine,3,0,1,0,1,0,0,1,0,0,1,0,0,https://doi.org/10.1002/adfm.202107223,,,,,,6900,,,,,,300,,
CSA-20,"Cage-like structured aerogel, 20 wt% BC",composite nanofibrous aerogel,electrospun SiO2 nanofibers + BC nanofibers (20 wt%) + Si-O-Si binder + DMDMH precursor,pre_aerogel_or_pre_filter,hybrid,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,n_halamine,functional_additive,silica + cellulose + n_halamine,3,0,1,0,1,0,0,1,0,0,1,0,0,https://doi.org/10.1002/adfm.202107223,,,,,6.02,4500,,99.97,,,,300,,
CSA-30,"Cage-like structured aerogel, 30 wt% BC",composite nanofibrous aerogel,electrospun SiO2 nanofibers + BC nanofibers (30 wt%) + Si-O-Si binder + DMDMH precursor,pre_aerogel_or_pre_filter,hybrid,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,n_halamine,functional_additive,silica + cellulose + n_halamine,3,0,1,0,1,0,0,1,0,0,1,0,0,https://doi.org/10.1002/adfm.202107223,,,,,,3800,,,,,,300,,
CSA-Cl,Chlorinated antimicrobial CSA,antimicrobial composite nanofibrous aerogel,chlorinated N-halamine-functionalized CSA; electrospun SiO2 nanofibers + BC nanofibers + Si-O-Si binder + grafted DMDMH/N-Cl groups,electrospun_nanofiber_membrane,hybrid,n_halamine,functional_additive,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,n_halamine + silica + cellulose,3,0,1,0,1,0,0,1,0,0,1,0,0,https://doi.org/10.1002/adfm.202107223,,,,,,,,,,,20,,,
sPS20,d-form sPS aerogel,polymer aerogel monolith,d-form syndiotactic polystyrene (sPS),monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,2,1.056,97.16,2.23E-10,379,1000,,98.889,42.6,50,3.75,75,0.281684487,0.03
sPS25,d-form sPS aerogel,polymer aerogel monolith,d-form syndiotactic polystyrene (sPS),monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,2.5,1.056,96.78,1.45E-10,377,1000,,99.734,65.5,50,3.75,75,0.241401696,0.034
H20-64,sPS-silica hybrid aerogel,organic-inorganic hybrid aerogel monolith,d-form sPS + discontinuous silica aerogel particles grown from TEOS,monolithic_aerogel,hybrid,sps,synthetic_polymer,silica,inorganic_or_mineral,,,sps + silica,2,1,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,,1.282,96.57,2.18E-10,383,1000,,99.011,43.5,50,3.75,75,0.282987349,0.044
H20-46,sPS-silica hybrid aerogel,organic-inorganic hybrid aerogel monolith,d-form sPS + discontinuous silica aerogel particles grown from TEOS,monolithic_aerogel,hybrid,sps,synthetic_polymer,silica,inorganic_or_mineral,,,sps + silica,2,1,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,,1.344,96.13,1.12E-10,476,1000,,99.354,84.5,50,3.75,75,0.159120346,0.052
H20-37,sPS-silica hybrid aerogel,organic-inorganic hybrid aerogel monolith,d-form sPS + discontinuous silica aerogel particles grown from TEOS,monolithic_aerogel,hybrid,sps,synthetic_polymer,silica,inorganic_or_mineral,,,sps + silica,2,1,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,,1.398,95.77,1.22E-10,490,1000,,99.963,77.5,50,3.75,75,0.271897034,0.059
H25-64,sPS-silica hybrid aerogel ,organic-inorganic hybrid aerogel monolith,d-form sPS + discontinuous silica aerogel particles grown from TEOS,monolithic_aerogel,hybrid,sps,synthetic_polymer,silica,inorganic_or_mineral,,,sps + silica,2,1,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,,1.27,95.74,2.00E-10,443,1000,,99.844,47.3,50,3.75,75,0.36437319,0.054
H25-46,sPS-silica hybrid aerogel,organic-inorganic hybrid aerogel monolith,d-form sPS + discontinuous silica aerogel particles grown from TEOS,monolithic_aerogel,hybrid,sps,synthetic_polymer,silica,inorganic_or_mineral,,,sps + silica,2,1,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,,1.302,95.55,9.70E-11,426,1000,,99.989,97.8,50,3.75,75,0.248535247,0.057
H25-37,sPS-silica hybrid aerogel,organic-inorganic hybrid aerogel monolith,d-form sPS + discontinuous silica aerogel particles grown from TEOS,monolithic_aerogel,hybrid,sps,synthetic_polymer,silica,inorganic_or_mineral,,,sps + silica,2,1,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2016.04.017,,1.315,95.35,9.10E-11,458,1000,,99.998,104.3,50,3.75,75,0.276632235,0.061
PE-1,PE aerogel,polymer aerogel,PE dissolved in beta-pinene,monolithic_aerogel,synthetic_polymer,polyethylene,synthetic_polymer,,,,,polyethylene,1,1,0,0,0,0,0,0,0,0,0,0,0,M. Ghosh lab data,7,,89.57,6.11E-12,10,,,90.37,,14.17,3.75,75,,0.10095
PP-1,PP aerogel,polymer aerogel,PP dissolved in beta-pinene,monolithic_aerogel,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,0,M. Ghosh lab data,7,,91.5,1.23E-09,172,,,99.45,,14.17,3.75,75,,0.07702
PE-2,PE aerogel,polymer aerogel,PE dissolved in orange terpene,monolithic_aerogel,synthetic_polymer,polyethylene,synthetic_polymer,,,,,polyethylene,1,1,0,0,0,0,0,0,0,0,0,0,0,M. Ghosh lab data,7,,91.37,2.17E-10,11,,,87.5,,14.17,3.75,75,,0.08365
PP-2,PP aerogel,polymer aerogel,PP dissolved in orange terpene,monolithic_aerogel,synthetic_polymer,polypropylene,synthetic_polymer,,,,,polypropylene,1,1,0,0,0,0,0,0,0,0,0,0,0,M. Ghosh lab data,7,,92.31,1.70E-09,184,,,79.7,,14.17,3.75,75,,0.06992
SNF-AIR-5L,SNF aerogel,silk nanofibrillar aerogel,Bombyx mori silk nanofibrils,fibrous_aerogel,bio_based,silk,protein_based,,,,,silk,1,0,0,0,0,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202500226,,,,,,,85.3,99.1,2.24,1.7,5,300,4.205830984,0.0038
